DuplicateSelectedScalarToVector64|This method creates a vector by duplicating the vector element at `index` in `value` vector into each element of the  result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|3|<14, 14, 14, 14, 14, 14, 14, 14>||
DuplicateToVector128|This method creates a vector by duplicating the `value` into each element in the  result vector.|7|<7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7>|||
DuplicateToVector64|This method creates a vector by duplicating the `value` into each element in the  result vector.|5|<5, 5, 5, 5, 5, 5, 5, 5>|||
Extract|This method extracts an element from `vector` at `index` and returns it.|<11, 12, 13, 14, 15, 16, 17, 18>|3|14||
ExtractNarrowingLower|This method narrows each element in the `value` vector to half the original width, stores the result into a result vector and returns the vector. As seen in below example, the result vector element's size `byte` is half as long as that of input parameter element's size `ushort`.|<300, 12, 413, 514, 15, 216, 117, 618>|<44, 12, 157, 2, 15, 216, 117, 106>|||
ExtractNarrowingSaturateLower|This method saturates each element in the `value` vector to half the original width, stores the result into a result vector, and returns the result vector.|<300, 12, 413, 514, 15, 216, 117, 618>|<255, 12, 255, 255, 15, 216, 117, 255>|||
ExtractNarrowingSaturateScalar|This method saturates 0th element in the `value` vector to half the original width, stores the result into a result vector, and returns the result vector. Other elements except 0th element are initialized to 0.|<500, 500, 500, 500>|<255, 0, 0, 0, 0, 0, 0, 0>|||
ExtractNarrowingSaturateUnsignedLower|This method saturates each element (which is always signed integer value) in the `value` vector to an unsigned integer value that is half the original width, stores the result in a  result vector, and returns the result vector. As seen in below example, the result vector element's size `byte` is half as long as the input parameter `value`'s element's size `short`.|<-300, -12, 413, 514, 15, 216, 117, 618>|<0, 0, 255, 255, 15, 216, 117, 255>|||
ExtractNarrowingSaturateUnsignedScalar|This method saturates 0th element (which is always signed integer value) in the `value` vector to an unsigned integer value that is half the original width, stores the result in a  result vector, and returns the result vector. As seen in below example, the result vector element's size `byte` is half as long as the input parameter `value`'s element's size `short`. All the other elements of result vector except 0th element is initialized to 0.|<11, 12, 13, 14>|<11, 0, 0, 0, 0, 0, 0, 0>|||
ExtractNarrowingSaturateUnsignedUpper|This method saturates each element (which is always signed integer value) in the upper half of `value` vector to an unsigned integer value that is half the original width, stores the result in the upper-half of result vector, and returns the result vector, the lower-half of the result vector contains values from `lower` vector. As seen in below example, the result vector element's size `byte` is half as long as the input parameter `value`'s element's size `short`.|<125, 12, 13, 14, 15, 216, 117, 18>|<-500, 500, 12, 14, 257, 16, 17, 18>|<125, 12, 13, 14, 15, 216, 117, 18, 0, 255, 12, 14, 255, 16, 17, 18>||
ExtractNarrowingSaturateUpper|This method saturates each element in the upper-half of `value` vector to half the original width, stores the result into the upper-half of result vector, and returns the result vector, the lower half of result vector containing the values from `lower` vector.|<125, 12, 13, 14, 15, 216, 117, 18>|<500, 500, 12, 14, 257, 16, 17, 18>|<125, 12, 13, 14, 15, 216, 117, 18, 255, 255, 12, 14, 255, 16, 17, 18>||
ExtractNarrowingUpper|This method narrows each element in the upper half of `value` vector to half the original width, stores the result in the upper half of result vector and returns the vector. The lower half of result vector contains values from `lower` vector. As seen in below example, the result vector element's size `byte` is half as long as that of input parameter element's size `ushort`.|<125, 12, 13, 14, 15, 216, 117, 18>|<500, 500, 12, 14, 257, 16, 17, 18>|<125, 12, 13, 14, 15, 216, 117, 18, 244, 244, 12, 14, 1, 16, 17, 18>||
ExtractVector128|This method extracts the vector elements from `upper` starting at `index` (and hence should be less than the size of vector) and fills the result vector. Once the `upper` vector runs out and there is room to fill in, elements from `lower` elements are picked.|<11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26>|<31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 42, 44, 45, 46>|5|<16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35>|
ExtractVector64|This method extracts the vector elements from `upper` starting at `index` (and hence should be less than the size of vector) and fills the result vector. Once the `upper` vector runs out and there is room to fill in, elements from `lower` elements are picked. This method is same as `ExtractVector128()` except it operates on `Vector64<T>`.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|5|<16, 17, 18, 21, 22, 23, 24, 25>|
Floor|This method rounds each element in the `value` vector containing floating-point values to integral floating-point values of the same size using the Round towards Minus Infinity rounding mode, places the result in a vector and return the result vector. As per ARM docs, a zero input gives a zero result with the same sign, an infinite input gives an infinite result with the same sign, and a NaN is propagated as for normal arithmetic.|<11.5, 12.5>|<11, 12>|||
FloorScalar|This method rounds each element in the `value` vector containing floating-point values to integral floating-point values of the same size using the Round towards Minus Infinity rounding mode, places the result in a vector and return the result vector. As per ARM docs, a zero input gives a zero result with the same sign, an infinite input gives an infinite result with the same sign, and a NaN is propagated as for normal arithmetic.|<11.5>|<11>|||
FusedAddHalving|This method adds corresponding element values from the `left` and `right` vectors, shifts each result right one bit, places the truncated results in a vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<16, 17, 18, 19, 20, 21, 22, 23>||
FusedAddRoundedHalving|This method adds corresponding element values from the `left` and `right` vectors, shifts each result right one bit, places the rounded results in a vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<16, 17, 18, 19, 20, 21, 22, 23>||
FusedMultiplyAdd|This method multiplies corresponding floating-point values in the vectors in the `left` and `right` vectors, adds the product to the vector elements of the `addened` vector, and returns the accumulated result vector.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|<258.75, 293.75>|
FusedMultiplyAddByScalar|This method multiplies floating-point value element at `0th` index of `right` vector with elements in the `left` vector, adds the product to the vector elements of the `addened` vector, and returns the accumulated result vector.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|<258.75, 271.25>|
FusedMultiplyAddBySelectedScalar|This method multiplies floating-point value element at `rightIndex` index of `right` vector with elements in the `left` vector, adds the product to the vector elements of the `addened` vector, and returns the accumulated result vector.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|0|<258.75, 271.25>
FusedMultiplyAddNegatedScalar|This method multiplies the values of the `left` and `right` vector, negates the product, subtracts the value of the`addend` vector from the product, and returns the result.|<100.5>|<5.5>|<15.5>|<-185.75>|
FusedMultiplyAddScalar|This method multiplies corresponding floating-point values in the vectors in the `left` and `right` vectors, adds the product to the vector elements of the `addened` vector, and returns the accumulated result vector.|<100.5>|<5.5>|<15.5>|<185.75>|
FusedMultiplyAddScalarBySelectedScalar|This method multiplies the vector elements in the `left` vector by an element at `rightIndex` of the `right` vector, and accumulates the product to the corresponding vector elements of the `addend` vector and returns the result vector. |<11.5>|<11.5>|<11.5, 12.5>|0|<143.75>
FusedMultiplySubtract|This method multiplies corresponding floating-point values in the vectors in the `left` and `right` vectors, negates the product, adds the product to the corresponding vector element of `minuend` vector, and returns the result.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|<-235.75, -268.75>|
FusedMultiplySubtractByScalar|This method multiplies floating-point value element at `0th` index of `right` vector with elements in the `left` vector, negates the product, adds the product to the vector elements of the `minuend` vector, and returns the accumulated result vector.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|<-235.75, -246.25>|
FusedMultiplySubtractBySelectedScalar|This method multiplies floating-point value element at `rightIndex` index of `right` vector with elements in the `left` vector, negates the product, adds the product to the vector elements of the `minuend` vector, and returns the accumulated result vector.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>|0|<-235.75, -246.25>
FusedMultiplySubtractNegatedScalar|This method multiplies the values of the `left` and `right` vectors, subtracts the value of the `minuend` vector, and returns the result.|<11.5>|<11.5>|<11>|<115>|
FusedMultiplySubtractScalar|This method multiplies the values of the`left` and `right` vectors, negates the product, adds that to the value of the `minuend` vector, and returns the result.|<11.5>|<11.5>|<11>|<-115>|
FusedMultiplySubtractScalarBySelectedScalar|This method multiplies the vector elements in the `left` vector by the `rightIndex` element in the `right` vector, and subtracts the results from the vector elements of the `minuend` vector and returns the result.|<11.5>|<11.5>|<11.5, 12.5>|0|<-120.75>
FusedSubtractHalving|This method subtracts the corresponding vector elements in the `right` vector from those of `left` vector, shifts each result right one bit, stores the result in a vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<251, 251, 251, 251, 251, 251, 251, 251>||
Insert|This method copies the `vector` vector in result vector with the element at `index` set to `data` value.|<11, 12, 13, 14, 15, 16, 17, 18>|4|200|<11, 12, 13, 14, 200, 16, 17, 18>|
InsertScalar|This method copies the `result` vector in a result vector, except the element at `resultIndex` of `result` is set to that from `value` vector.|<5.5, 5.5>|1|<15.5>|<5.5, 15.5>|
InsertSelectedScalar|This method copies the `result` vector in a result vector, except the element at `resultIndex` of `result` is set to that of `valueIndex` element of `value` vector.|<11, 12, 13, 14, 15, 16, 17, 18>|0|<21, 22, 23, 24, 25, 26, 27, 28>|1|<22, 12, 13, 14, 15, 16, 17, 18>
LeadingSignCount|This method counts the number of leading bits of individual elements of  `value` vector that have the same value as the most significant bit and stores the result in result vector. This count does not include the most significant bit of  the input.|<32757, 165, 0, 15>|<0, 7, 15, 11>|||
LeadingZeroCount|This method counts the number of binary zero bits before the first binary one bit in individual elements of the `value` vector , and writes the result to the result vector.|<32757, 165, 0, 15>|<1, 8, 16, 12>|||
LoadAndInsertScalar|This method loads a single-element structure from memory at `address` and writes the result to the specified `index` of the`value` vector without affecting the other elements of the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|2|Address of byte[]{ 21, 22, 23, 24, 25, 26, 27, 28 }|<11, 12, 21, 14, 15, 16, 17, 18>|
LoadAndReplicateToVector128|This method loads a single-element structure from memory at `address` and replicates the value to all the elements of the result vector.|Address of byte[]{ 11}|<11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11>|||
LoadAndReplicateToVector64|This method loads a single-element structure from memory at `address` and replicates the value to all the elements of the result vector.|Address of byte[]{ 11}|<11, 11, 11, 11, 11, 11, 11, 11>|||
LoadVector128|This method loads a multiple-element structure like array from memory at `address` and writes it to the result vector. If the elements in memory don’t fill up all the elements of result vector, then the remaining are set to 0.|Address of  new byte[14] { 21, 22, 23, 24, 25, 26, 27, 28, 1, 2, 23, 24, 25, 26}|<21, 22, 23, 24, 25, 26, 27, 28, 1, 2, 23, 24, 25, 26, 0, 0>|||
LoadVector64|This method loads a multiple-element structure like array from memory at `address` and writes it to the result vector. If the elements in memory don’t fill up all the elements of result vector, then the remaining are set to 0.|Address of  new byte[14] { 21, 22, 23, 24, 25, 26, 27, 28, 1, 2, 23, 24, 25, 26}|<21, 22, 23, 24, 25, 26, 27, 28>|||
Max|This method compares corresponding elements in the `left` and `right` vectors, places the larger of each pair in the result vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<21, 22, 23, 24, 25, 26, 27, 28>||
MaxAcross|This method compares all the vector elements in the `value` vector, and writes the largest value element in result vector at 0th index while other elements are set to 0.|<11, 12, 13, 14, 15, 16, 17, 18>|<18, 0, 0, 0, 0, 0, 0, 0>|||
MaxNumber|This method compares corresponding elements in the `left` and `right` vectors, places the larger of each pair in the result vector, and returns the result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result placed in the vector is the numerical value.|<11.5, 12.5>|<21.5, 22.5>|<21.5, 22.5>||
MaxNumberAcross|This method compares all the vector elements in the `value` vector, and writes the largest value element in result vector at 0th index while other elements are set to 0. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result of the comparison is the numerical value, otherwise the result is identical to `MaxScalar()`.|<11.5, 12.5, 13.5, 14.5>|<14.5, 0>|||
MaxNumberPairwise|This method  creates a vector by concatenating the vector elements of `left` vector followed by those of the `right` vector,  compares adjacent vector elements and writes the largest of each pair in a result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result is the numerical value.|<11.5, 12.5>|<21.5, 22.5>|<12.5, 22.5>||
MaxNumberPairwiseScalar|This method  creates a vector by concatenating the vector elements of `left` vector followed by those of the `right` vector,  compares adjacent vector elements and writes the largest of each pair in 0th element of result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result is the numerical value.|<11.5, 12.5>|<12.5, 0>|||
MaxNumberScalar|This method compares corresponding vector elements in `left` and `right` vector and stores the larger value in a result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result placed in the vector is the numerical value.|<11.5>|<11.5>|<11.5>||
MaxPairwise|This method creates a vector by concatenating the vector elements of the `left` after the vector elements of the `right` vector, reads each pair of adjacent vector elements in the vectors, writes the largest of each pair into a result vector, and writes the vector to the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<12, 14, 16, 18, 22, 24, 26, 28>||
MaxPairwiseScalar|This method compares two vector elements in the `value` vector and writes the largest of the floating-point values as a scalar to the result vector.|<11.5, 12.5>|<12.5, 0>|||
MaxScalar|This method compares the`left` and `right` vector, and writes the larger of the two floating-point values to the result vector.|<11.5>|<10.5>|<11.5>||
Min|This method compares corresponding elements in the `left` and `right` vectors, places the smaller of each pair in the result vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<11, 12, 13, 14, 15, 16, 17, 18>||
MinAcross|This method compares all the vector elements in the `value` vector, and writes the smaller value element in result vector at 0th index while other elements are set to 0.|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 0, 0, 0, 0, 0, 0, 0>|||
MinNumber|This method compares corresponding elements in the `left` and `right` vectors, places the smaller of each pair in the result vector, and returns the result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result placed in the vector is the numerical value.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 12.5>||
MinNumberAcross|This method compares all the vector elements in the `value` vector, and writes the smaller value element in result vector at 0th index while other elements are set to 0. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result of the comparison is the numerical value, otherwise the result is identical to `MaxScalar()`.|<11.5, 12.5, 13.5, 14.5>|<11.5, 0>|||
MinNumberPairwise|This method  creates a vector by concatenating the vector elements of `left` vector followed by those of the `right` vector,  compares adjacent vector elements and writes the smallest of each pair in a result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result is the numerical value.|<11.5, 12.5>|<21.5, 22.5>|<11.5, 21.5>||
MinNumberPairwiseScalar|This method  creates a vector by concatenating the vector elements of `left` vector followed by those of the `right` vector,  compares adjacent vector elements and writes the smallest of each pair in 0th element of result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result is the numerical value.|<11.5, 12.5>|<11.5, 0>|||
MinNumberScalar|This method compares corresponding vector elements in `left` and `right` vector and stores the smaller value in a result vector. As per ARM docs, NaNs are handled according to the IEEE 754-2008 standard. If one vector element is numeric and the other is a quiet NaN, the result placed in the vector is the numerical value.|<11.5>|<11.5>|<11.5>||
MinPairwise|This method creates a vector by concatenating the vector elements of the `left` after the vector elements of the `right` vector, reads each pair of adjacent vector elements in the vectors, writes the smallest of each pair into a result vector, and writes the vector to the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<11, 13, 15, 17, 21, 23, 25, 27>||
MinPairwiseScalar|This method compares two vector elements in the `value` vector and writes the smallest of the floating-point values as a scalar to the result vector.|<11.5, 12.5>|<11.5, 0>|||
MinScalar|This method compares the`left` and `right` vector, and writes the smaller of the two floating-point values to the result vector.|<11.5>|<11.5>|<11.5>||
Multiply|This method performs multiplication of vector elements in `left` with corresponding elements in `right` vector, writes the result to a vector and returns that vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<231, 8, 43, 80, 119, 160, 203, 248>||
MultiplyAdd|This method multiplies corresponding elements in the vectors of the `left` and `right` vectors, and accumulates the results with the vector elements of the `addend` and return the accumulated result.|<11, 12, 13, 14, 15, 16, 17, 18>|<2, 22, 23, 24, 25, 26, 27, 28>|<3, 32, 33, 34, 35, 36, 37, 38>|<17, 204, 4, 62, 122, 184, 248, 58>|
MultiplyAddByScalar|This method multiplies the vector elements in the `left` by the 0th lane value in the `right`, and accumulates the results with the vector elements of the `addend` vector.|<11, 12, 13, 14>|<21, 22, 23, 24>|<31, 32, 33, 34>|<662, 694, 726, 758>|
MultiplyAddBySelectedScalar|This method multiplies the vector elements in the `left` by the `rightIndex` lane value in the `right` vector, and accumulates the results with the vector elements of the `addend` vector.|<100, 100, 100, 100>|<11, 12, 13, 14>|<21, 22, 23, 24>|3|<364, 388, 412, 436>
MultiplyByScalar|This method multiplies the vector elements in the `left` by the 0th lane value in the `right` and returns the result vector.|<11, 12, 13, 14>|<21, 22, 23, 24>|<231, 252, 273, 294>||
MultiplyBySelectedScalar|This method multiplies the vector elements in the `left` by the `rightIndex` lane value in the `right` vector, and returns the result.|<11, 12, 13, 14>|<21, 22, 23, 24>|3|<264, 288, 312, 336>|
MultiplyBySelectedScalarWideningLower|This method multiplies each vector element in the `left` vector by the `rightIndex` vector element of the `right` vector, places the result in a vector, and writes the vector to the result vector. The result vector elements are twice as long as the elements that are multiplied.|<11, 12, 13, 14>|<21, 22, 23, 24>|3|<264, 288, 312, 336>|
MultiplyBySelectedScalarWideningLowerAndAdd|This method multiplies corresponding values in the `left` and `right` vectors, and accumulates the results with the vector elements of the  `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied.|<1000, 1000, 1000, 1000>|<11, 12, 13, 14>|<21, 22, 23, 24>|2|<1253, 1276, 1299, 1322>
MultiplyBySelectedScalarWideningLowerAndSubtract|This method multiplies corresponding values in the `left` and `right` vectors, and subtracts the results from the vector elements of the `minuend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied.|<1000, 1000, 1000, 1000>|<11, 12, 13, 14>|<21, 22, 23, 24>|2|<747, 724, 701, 678>
MultiplyBySelectedScalarWideningUpper|This method multiplies each vector element in the `left`  by the specified `rightIndex` vector element of the `right`, places the result in a vector, and writes the vector to the result vector. The destination vector elements are twice as long as the elements that are multiplied.|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 12, 13, 14>|2|<345, 368, 391, 414>|
MultiplyBySelectedScalarWideningUpperAndAdd|This method multiplies corresponding values in `left` and `right` vectors, and accumulates the results with the vector elements of the `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied.|<1000, 1000, 1000, 1000>|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 12, 13, 14>|0|<1165, 1176, 1187, 1198>
MultiplyBySelectedScalarWideningUpperAndSubtract|This method multiplies corresponding values in `left` and `right` vectors, and subtracts the results with the vector elements of the `minuend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied.|<11, 12, 13, 14>|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 12, 13, 14>|0|<-154, -164, -174, -184>
MultiplyDoublingByScalarSaturateHigh|This method multiplies each vector element in the `left` by the 0th vector element of the `right` vector, doubles the results, places the most significant half of the final results into a vector, and writes the vector to the result vector.|<1000, 12, 13, 14>|<100, 22, 23, 24>|<3, 0, 0, 0>||
MultiplyDoublingBySelectedScalarSaturateHigh|This method multiplies each vector element in the `left` by the specified vector element at `rightIndex` of the `right` vector, doubles the results, places the most significant half of the final results into a vector, and writes the vector to the result vector.|<1000, 500, 13, 14>|<500, 22, 23, 24>|0|<15, 7, 0, 0>|
MultiplyDoublingSaturateHigh|This method multiplies the values of corresponding elements of the `left` and `right` vectors, doubles the results, places the most  significant half of the final results into a vector, and writes the vector to the result vector.|<1000, 500, 13, 14>|<500, 22, 23, 24>|<15, 0, 0, 0>||
MultiplyDoublingSaturateHighScalar|This method multiplies the values of corresponding elements of the `left` and `right` vectors, doubles the results, places the most significant half of the final scalar results in a vector, and writes the vector to the result vector.|<11, 12, 13, 14>|<10210, 20020, 230, 240>|<3, 0, 0, 0>||
MultiplyDoublingScalarBySelectedScalarSaturateHigh|This method multiplies 0th vector element in the `left` vector by the `rightIndex` vector element of the`right` vector, doubles the results, places the most significant half of the final results into a vector, and writes the vector to the result vector. The results are truncated.|<11, 12, 13, 14>|<10000, 22, 23, 24>|0|<3, 0, 0, 0>|
MultiplyDoublingWideningAndAddSaturateScalar|This method multiplies corresponding signed integer values in the `left` and `right` vectors, doubles the results, and accumulates the final results with the vector elements of the `addend` vector. The result vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12>|<11, 12, 13, 14>|<21, 22, 23, 24>|<473, 0>|
MultiplyDoublingWideningAndSubtractSaturateScalar|This method multiplies corresponding signed integer values in the `left` and `right` vectors, doubles the results, and subtracts the final results from the vector  elements of the `minuend`. The result vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12>|<11, 12, 13, 14>|<21, 22, 23, 24>|<-451, 0>|
MultiplyDoublingWideningLowerAndAddSaturate|This method multiplies corresponding signed integer values in the`left` and `right` vectors, doubles the results, and accumulates the final results with the vector elements of the `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|<473, 540, 611, 686>|
MultiplyDoublingWideningLowerAndSubtractSaturate|This method multiplies corresponding signed integer values in the`left` and `right` vectors, doubles the results, and substracts the final results from the vector elements of the `minuend` vector and return the result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|<-451, -516, -585, -658>|
MultiplyDoublingWideningLowerByScalarAndAddSaturate|This method multiplies each vector element in the `left` and `right` vectors by the 0th element of the `right` vector, doubles the results, and accumulates the final results with the vector elements of the `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|<473, 516, 559, 602>|
MultiplyDoublingWideningLowerByScalarAndSubtractSaturate|This method multiplies each vector element in the `left` and `right` vectors by the 0th element of the `right` vector, doubles the results, and subtracts the final results from the vector elements of the `minuend` vector and return the result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|<-451, -492, -533, -574>|
MultiplyDoublingWideningLowerBySelectedScalarAndAddSaturate|This method multiplies each vector element in the `left` and `right` vectors by the `rightIndex` element of the `right` vector, doubles the results, and accumulates the final results with the vector elements of the `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|0|<473, 516, 559, 602>
MultiplyDoublingWideningLowerBySelectedScalarAndSubtractSaturate|This method multiplies each vector element in the `left` and `right` vectors by the `rightIndex` element of the `right` vector, doubles the results, and subtracts the final results from the vector elements of the `minuend` vector and return the result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14>|<21, 22, 23, 24>|0|<-451, -492, -533, -574>
MultiplyDoublingWideningSaturateLower|This method multiplies corresponding vector elements in the `left` and `right` vectors, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<21, 22, 23, 24>|<462, 528, 598, 672>||
MultiplyDoublingWideningSaturateLowerByScalar|This method multiplies each vector element in the `left` by the 0th vector element of the `right` vector, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<21, 22, 23, 24>|<462, 504, 546, 588>||
MultiplyDoublingWideningSaturateLowerBySelectedScalar|This method multiplies each vector element in the `left` by the `rightIndex` vector element of the `right` vector, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<21, 22, 23, 24>|2|<506, 552, 598, 644>|
MultiplyDoublingWideningSaturateScalar|This method multiplies corresponding vector elements in the `left` and `right` vector, doubles the results, places the final results in a vector, and return the result. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<21, 22, 23, 24>|<462, 0>||
MultiplyDoublingWideningSaturateScalarBySelectedScalar|This instruction multiplies each vector element in the `left` vector by the `rightIndex` vector element of the `right`, doubles the results, places the final results in a vector, and writes the vector to the result vector. All the values in this method are signed integer values. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<21, 22, 23, 24>|0|<462, 0>|
MultiplyDoublingWideningSaturateUpper|This method multiplies upper half of corresponding vector elements in the `left` and `right` vectors, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<750, 832, 918, 1008>||
MultiplyDoublingWideningSaturateUpperByScalar|This method multiplies upper half of each vector element in the `left` by the 0th vector element of the `right` vector, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 12, 13, 14>|<330, 352, 374, 396>||
MultiplyDoublingWideningSaturateUpperBySelectedScalar|This method multiplies upper half of each vector element in the `left` by the `rightIndex` vector element of the `right` vector, doubles the results, places the final results in a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 12, 13, 14>|2|<390, 416, 442, 468>|
MultiplyDoublingWideningScalarBySelectedScalarAndAddSaturate|This method multiplies each vector element in the `left` vector by the `rightIndex` vector element of the `right` vector, doubles the results, and accumulates the final results with the vector elements of the `addend` vector and return the accumulated result. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12>|<11, 12, 13, 14>|<21, 22, 23, 24>|0|<473, 0>
MultiplyDoublingWideningScalarBySelectedScalarAndSubtractSaturate|This method multiplies each vector element `left` vector by the `rightIndex` vector element of the `right` vector, doubles the results, and subtracts the final results from the vector elements of the `minuend` vector and returns the result vector. The destination vector elements are twice as long as the elements that are multiplied. All the values in this method are signed integer values. If overflow occurs with any of the results, those results are saturated|<11, 12>|<11, 12, 13, 14>|<21, 22, 23, 24>|0|<-451, 0>
MultiplyDoublingWideningUpperAndAddSaturate|This method multiplies corresponding values in upper half of  `left` and `right` vectors, doubles the results, and accumulates the final results with the vector elements of the `addend` vector. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<761, 844, 931, 1022>|
MultiplyDoublingWideningUpperAndSubtractSaturate|This method multiplies upper half of corresponding values in upper half of `left` and `right` vectors, doubles the results, and subtracts the final results with the vector elements of the `minuend` vector. The destination vector elements are twice as long as the elements that are multiplied. If overflow occurs with any of the results, those results are saturated.|<11, 12, 13, 14>|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<-739, -820, -905, -994>|
